StudentNo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,Round 1 Assignment,School Enrolled In As Of 11/03/2017,Student's Ethnicity,Does Student Live In CTIP1 Zone? (y/n),Student's Residential Zip Code
2834,478,478,589,569,718,420,479,782,664,644,413,735,750,722,862,823,796,539,872,488,435,848,876,544,801,814,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,718,Declines To State,N,94117
2835,750,544,644,509,862,539,676,876,876,413,782,485,478,664,589,569,435,479,735,488,848,722,549,786,562,562,796,670,525,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,Asian or Pacific Islander,N,94122
2836,786,786,589,420,420,478,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786,786,Asian or Pacific Islander,Y,94115
2837,569,479,718,589,435,823,796,478,814,549,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,,"White, Not of Hispanic Origin",N,94118
2838,485,509,876,848,750,569,676,413,664,435,848,862,549,539,782,644,589,735,544,876,478,796,814,479,862,746,722,488,801,718,670,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,509,Asian or Pacific Islander,N,94122
2839,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,Declines To State,N,94112
2840,842,723,575,729,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,575,Hispanic,N,94110
2841,569,413,664,479,644,735,589,420,435,478,676,796,750,478,823,718,842,420,488,539,782,513,509,537,575,722,746,544,505,497,670,746,862,876,801,485,549,618,729,814,876,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,413,"White, Not of Hispanic Origin",N,94121
2842,718,589,478,479,569,796,876,676,644,750,435,722,413,488,539,664,823,735,420,478,479,485,509,420,562,872,782,862,544,549,848,801,814,537,562,490,746,842,513,670,505,729,723,638,834,838,867,691,790,593,786,760,820,449,625,614,816,456,603,481,525,507,521,680,453,830,650,656,493,859,497,,,,,,,,,,,,,,,,,,,,,,876,,"White, Not of Hispanic Origin",N,94117
2843,488,876,876,670,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,488,Declines To State,N,94127
2844,497,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497,497,Hispanic,N,94134
2845,842,505,575,420,718,796,714,618,722,420,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,656,"White, Not of Hispanic Origin",N,94110
2846,497,497,714,603,618,420,420,796,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,603,Declines To State,N,94107
2847,493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,493,"Black, Not of Hispanic Origin",Y,94134
2848,449,718,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,449,Asian or Pacific Islander,N,94107
2849,723,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,723,Hispanic,Y,94110
2850,497,497,842,420,420,614,656,575,820,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,497,Hispanic,N,94107
2851,569,479,478,589,664,485,549,676,722,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,"White, Not of Hispanic Origin",N,94118
2852,801,823,872,479,735,569,848,490,834,790,718,420,796,413,664,589,549,435,478,509,722,876,539,644,676,485,488,513,842,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834,801,Asian or Pacific Islander,N,94133
2853,823,479,569,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760,823,"White, Not of Hispanic Origin",N,94109
2854,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,453,Asian or Pacific Islander,Y,94124
2855,562,562,801,823,834,872,479,490,814,569,435,413,796,638,549,575,525,478,478,509,664,735,786,786,848,750,782,644,589,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562,562,"White, Not of Hispanic Origin",N,94133
2856,479,735,589,478,750,718,644,569,796,848,544,823,664,413,876,814,549,435,801,488,676,722,539,842,782,786,862,505,478,479,786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,479,"White, Not of Hispanic Origin",Y,94102
2857,796,488,478,420,589,479,485,718,722,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"White, Not of Hispanic Origin",N,94110
2858,478,505,478,735,796,714,718,420,420,589,509,722,842,618,575,786,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,478,Asian or Pacific Islander,Y,94110
2859,729,729,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,481,Hispanic,N,94112
2860,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,814,"White, Not of Hispanic Origin",N,94109
2861,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,676,"Black, Not of Hispanic Origin",Y,94124
2862,479,479,478,664,413,676,796,876,782,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,,Asian or Pacific Islander,N,94121
2863,485,876,876,676,782,750,862,862,509,478,478,488,664,746,746,539,644,796,722,479,569,872,872,589,549,848,848,413,420,544,718,823,735,814,435,562,562,513,513,842,490,490,786,670,729,729,723,723,638,638,838,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,782,Asian or Pacific Islander,N,94112
2864,796,479,589,478,722,876,569,842,575,718,420,735,823,539,801,644,782,750,413,435,488,814,485,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,,"White, Not of Hispanic Origin",N,94114
2865,680,537,618,420,680,575,505,488,722,842,796,420,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,680,Declines To State,N,94110
2866,862,782,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,862,Asian or Pacific Islander,N,94116
2867,735,618,814,505,479,589,796,478,718,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,Hispanic,N,94122
2868,746,676,722,589,488,479,876,478,796,823,485,838,435,801,509,420,718,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,,Declines To State,N,94127
2869,644,750,485,876,876,478,478,670,676,544,488,782,569,413,435,539,537,479,479,842,664,796,589,862,722,420,420,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,644,Asian or Pacific Islander,N,94122
2870,479,569,814,823,589,478,420,801,786,796,676,735,479,478,750,644,718,488,539,664,544,782,842,435,420,513,722,746,746,505,714,670,876,876,413,862,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,479,"White, Not of Hispanic Origin",N,94115
2871,796,722,589,478,876,676,479,644,750,435,569,718,413,488,539,823,420,862,735,664,782,420,544,842,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,796,"White, Not of Hispanic Origin",N,94114
2872,876,676,782,750,862,485,722,478,589,644,544,796,488,539,718,420,746,842,664,569,413,549,848,814,435,735,509,670,505,723,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,876,Declines To State,N,94127
2873,876,876,478,539,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,876,"White, Not of Hispanic Origin",N,94116
2874,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,656,Hispanic,Y,94134
2875,614,593,575,729,867,691,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,614,Asian or Pacific Islander,N,94112
2876,420,420,478,478,796,589,722,505,876,718,575,735,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,420,Declines To State,N,94114
2877,488,796,876,478,722,589,539,644,676,479,413,735,664,544,549,718,569,782,750,848,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,488,"White, Not of Hispanic Origin",Y,94110
2878,589,478,478,796,644,420,420,676,735,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,589,"White, Not of Hispanic Origin",N,94117
2879,479,562,823,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,479,"White, Not of Hispanic Origin",N,94133
2880,680,505,670,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,680,"Black, Not of Hispanic Origin",Y,94134
2881,589,479,435,644,478,569,413,735,420,544,876,420,796,722,750,539,575,549,848,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,"White, Not of Hispanic Origin",N,94117
2882,796,750,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,"White, Not of Hispanic Origin",N,94122
2883,714,680,618,537,420,497,760,493,796,680,729,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,680,"White, Not of Hispanic Origin",Y,94110
2884,735,478,478,569,644,413,589,796,814,509,435,718,664,479,479,801,420,420,485,848,676,862,872,786,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,735,Hispanic,N,94117
2885,842,488,796,478,478,876,876,420,722,575,539,862,782,589,718,485,644,676,735,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,"White, Not of Hispanic Origin",N,94112
2886,569,823,801,479,413,848,786,735,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525,,"White, Not of Hispanic Origin",N,94123
2887,842,539,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,Asian or Pacific Islander,N,94112
2888,507,521,691,830,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,507,"Black, Not of Hispanic Origin",Y,94107
2889,796,478,718,714,478,420,589,735,420,505,876,722,509,618,876,485,644,539,872,676,549,569,848,413,823,488,801,782,664,544,750,862,479,479,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614,796,"White, Not of Hispanic Origin",N,94114
2890,723,589,493,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,,Hispanic,Y,94110
2891,876,796,478,488,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,539,Hispanic,N,94127
2892,750,539,796,478,478,589,876,435,413,644,664,544,823,479,722,569,670,862,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,,"White, Not of Hispanic Origin",N,94116
2893,569,479,435,823,479,589,796,814,420,618,718,549,735,478,876,676,644,750,722,413,488,539,505,790,801,485,509,872,664,782,862,544,848,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,809,Hispanic,N,94123
2894,420,497,618,537,664,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,420,Hispanic,N,94121
2895,589,718,420,722,478,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,,Hispanic,N,94114
2896,505,796,718,420,420,478,481,537,589,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,505,Hispanic,N,94112
2897,722,478,796,589,420,876,718,488,509,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,722,"White, Not of Hispanic Origin",N,94127
2898,722,488,876,842,796,485,539,750,876,676,479,782,544,644,478,589,420,420,509,718,664,413,537,670,569,823,513,490,862,746,801,505,790,746,848,638,872,435,479,729,575,618,549,838,838,562,625,562,834,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,722,"White, Not of Hispanic Origin",N,94127
2899,842,537,796,478,485,479,479,420,618,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,"White, Not of Hispanic Origin",N,94131
2900,479,569,664,644,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,,Declines To State,N,94121
2901,479,478,801,589,664,823,569,413,676,722,814,796,435,848,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801,801,"White, Not of Hispanic Origin",N,94109
2902,478,876,750,722,488,842,589,782,413,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hispanic,N,94112
2903,575,842,722,420,589,796,493,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,"White, Not of Hispanic Origin",N,94131
2904,618,505,478,478,735,485,420,796,718,722,814,537,589,509,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,,Declines To State,Y,94110
2905,589,718,796,478,478,722,420,505,488,876,786,485,723,735,842,782,862,750,644,435,746,539,479,618,834,838,544,670,513,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,589,Declines To State,Y,94102
2906,676,644,750,862,876,544,670,488,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,676,Asian or Pacific Islander,N,94122
2907,479,479,796,676,718,589,735,420,569,722,435,413,420,644,876,505,618,537,575,729,714,750,680,729,497,842,539,485,876,664,488,862,782,509,544,814,513,746,872,670,848,490,801,838,790,746,493,614,638,786,859,691,834,593,723,760,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,479,Declines To State,N,94117
2908,718,722,842,478,478,796,735,876,505,589,488,575,479,435,569,539,549,848,413,644,676,782,750,670,544,420,786,814,664,493,801,790,872,562,638,823,862,525,490,509,834,479,420,876,562,746,838,497,485,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,718,Declines To State,N,94114
2909,488,750,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,488,Asian or Pacific Islander,N,94116
2910,750,539,782,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,"White, Not of Hispanic Origin",N,94116
2911,842,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,842,"White, Not of Hispanic Origin",N,94107
2912,488,575,722,842,876,670,537,746,539,493,729,729,420,478,796,618,420,478,644,505,680,714,718,589,735,876,750,544,569,746,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,488,"White, Not of Hispanic Origin",N,94112
2913,718,722,842,478,478,796,735,876,505,589,488,575,479,435,569,539,549,848,413,644,676,782,750,670,544,420,786,814,664,493,801,790,872,562,638,823,862,525,490,509,834,479,420,876,562,746,838,497,485,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,718,Declines To State,N,94114
2914,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,746,Declines To State,N,94112
2915,735,796,479,569,589,505,718,876,413,644,525,664,549,750,544,782,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,735,"White, Not of Hispanic Origin",N,94118
2916,735,644,589,676,796,718,478,435,549,420,722,479,569,842,876,782,488,862,750,539,485,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,644,"White, Not of Hispanic Origin",N,94122
2917,735,796,479,569,589,505,718,876,413,644,525,664,549,750,544,782,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,735,"White, Not of Hispanic Origin",N,94118
2918,479,644,539,569,718,722,750,664,589,478,735,420,796,488,823,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,,Hispanic,N,94122
2919,862,782,876,485,676,544,876,750,539,488,867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,867,862,Asian or Pacific Islander,N,94132
2920,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,435,Declines To State,N,94118
2921,479,413,664,478,848,549,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,479,Asian or Pacific Islander,Y,94115
2922,544,750,676,782,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,,"White, Not of Hispanic Origin",N,94122
2923,589,478,796,735,488,722,644,718,876,676,479,750,435,569,413,539,485,420,618,509,537,478,876,505,420,842,549,746,729,714,479,497,838,680,760,862,664,782,823,544,848,814,575,872,670,801,513,746,786,490,729,493,562,834,638,593,723,497,680,614,838,691,816,562,760,820,481,525,867,603,859,650,456,507,656,625,521,830,453,790,449,453,,,,,,,,,,,589,589,"White, Not of Hispanic Origin",N,94117
2924,618,575,505,718,420,420,537,796,842,589,478,479,750,569,823,488,676,497,714,814,485,479,478,722,876,876,680,680,493,644,539,735,782,544,664,746,746,435,670,862,801,729,729,509,848,816,790,513,449,449,614,562,603,691,691,723,456,549,497,867,859,838,838,834,820,786,786,638,650,830,490,453,453,593,562,521,507,525,481,872,625,413,656,,,,,,,,,,575,575,Declines To State,N,94110
2925,575,493,842,505,488,618,537,714,680,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,575,Declines To State,N,94112
2926,664,435,539,544,413,750,670,569,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,664,Hispanic,N,94121
2927,569,479,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,569,"White, Not of Hispanic Origin",N,94118
2928,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,481,Hispanic,N,94112
2929,479,823,589,569,814,479,676,796,485,644,750,786,664,478,413,735,848,549,876,876,488,718,801,562,562,722,435,539,420,420,544,782,862,746,746,872,842,729,729,838,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823,823,"White, Not of Hispanic Origin",N,94115
2930,746,838,420,478,589,479,479,722,664,676,569,782,750,862,485,848,488,823,796,735,718,549,544,644,413,876,801,539,814,746,842,435,562,490,786,513,680,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,746,746,Declines To State,N,94110
2931,589,478,478,569,735,420,509,718,420,485,796,549,539,722,676,750,782,644,862,664,479,413,872,823,848,876,488,814,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589,589,"White, Not of Hispanic Origin",N,94122
2932,478,478,796,876,876,786,420,420,722,842,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,796,Declines To State,N,94114
2933,876,876,478,478,644,589,718,796,782,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,876,"White, Not of Hispanic Origin",N,94122
2934,544,509,750,876,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,544,Asian or Pacific Islander,N,94122
2935,796,589,722,478,718,876,478,420,569,676,479,505,420,876,842,509,644,814,823,485,562,490,801,786,735,549,872,513,848,435,488,539,413,746,544,664,862,782,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,Declines To State,N,94114
2936,722,718,539,796,842,876,488,420,814,575,413,435,456,625,603,872,509,478,481,525,507,521,537,680,562,589,593,453,614,644,544,664,490,691,830,714,549,505,729,723,650,735,746,638,786,569,790,816,820,823,782,848,801,479,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539,539,"White, Not of Hispanic Origin",N,94131
